Rama de actividad CNAE 2009	Sexo	Unidad	Periodo	Total
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2011T3	836,7
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2011T2	853,5
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2011T1	858,0
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2010T4	839,1
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2010T3	849,1
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2010T2	827,4
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2010T1	832,5
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2009T4	825,4
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2009T3	844,9
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2009T2	809,5
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2009T1	797,3
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2008T4	792,4
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2008T3	776,9
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2008T2	768,5
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2008T1	732,7
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2021T4	6,9
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2021T3	7,2
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2021T2	7,4
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2021T1	7,3
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2020T4	7,5
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2020T3	7,6
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2020T2	7,5
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2020T1	7,1
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2019T4	7,0
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2019T3	7,0
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2019T2	7,1
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2019T1	7,2
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2018T4	7,3
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2018T3	7,5
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2018T2	7,4
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2018T1	7,5
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2017T4	7,5
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2017T3	7,4
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2017T2	7,3
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2017T1	7,3
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2016T4	7,4
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2016T3	7,4
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2016T2	7,4
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2016T1	7,6
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2015T4	7,8
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2015T3	7,9
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2015T2	8,1
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2015T1	8,2
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2014T4	8,2
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2014T3	8,2
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2014T2	8,2
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2014T1	8,3
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2013T4	8,1
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2013T3	8,2
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2013T2	8,0
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2013T1	8,1
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2012T4	8,0
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2012T3	7,6
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2012T2	7,9
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2012T1	8,3
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2011T4	8,1
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2011T3	8,2
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2011T2	8,3
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2011T1	8,4
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2010T4	8,1
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2010T3	8,1
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2010T2	7,9
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2010T1	8,0
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2009T4	7,8
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2009T3	7,9
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2009T2	7,5
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2009T1	7,3
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2008T4	6,9
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2008T3	6,6
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2008T2	6,4
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Porcentaje	2008T1	6,1
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2021T4	613,9
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2021T3	620,6
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2021T2	605,1
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2021T1	596,4
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2020T4	597,4
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2020T3	586,6
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2020T2	554,3
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2020T1	586,9
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2019T4	599,9
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2019T3	592,1
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2019T2	582,3
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2019T1	572,2
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2018T4	579,9
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2018T3	562,3
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2018T2	551,7
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2018T1	553,1
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2017T4	552,9
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2017T3	541,8
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2017T2	521,2
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2017T1	527,2
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2016T4	522,7
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2016T3	522,1
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2016T2	521,4
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2016T1	523,1
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2015T4	541,8
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2015T3	539,8
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2015T2	548,5
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2015T1	550,1
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2014T4	546,8
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2014T3	525,9
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2014T2	532,4
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2014T1	527,1
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2013T4	515,9
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2013T3	508,9
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2013T2	527,6
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2013T1	543,8
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2012T4	558,3
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2012T3	579,6
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2012T2	607,3
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2012T1	603,4
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2011T4	609,7
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2011T3	607,9
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2011T2	625,0
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2011T1	612,3
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2010T4	630,9
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2010T3	605,0
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2010T2	587,4
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2010T1	584,1
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2009T4	577,6
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2009T3	577,0
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2009T2	558,3
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2009T1	561,3
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2008T4	547,0
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2008T3	536,5
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2008T2	530,8
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Valor absoluto	2008T1	514,4
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Porcentaje	2021T4	6,6
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Porcentaje	2021T3	6,7
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Porcentaje	2021T2	6,7
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Porcentaje	2021T1	6,8
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Porcentaje	2020T4	6,7
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Porcentaje	2020T3	6,7
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Porcentaje	2020T2	6,5
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Porcentaje	2020T1	6,5
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Porcentaje	2019T4	6,6
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Porcentaje	2019T3	6,5
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Porcentaje	2019T2	6,4
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Porcentaje	2019T1	6,4
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Porcentaje	2018T4	6,5
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Porcentaje	2018T3	6,3
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Porcentaje	2018T2	6,3
O Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	Porcentaje	2018T1	6,4
